asset,part_id,registry_id,part_name,variant,category,group,grid,size_cells_WxHxD,dims_m_WxHxD,tier,art_set,complexity,mass_kg,hp,power_kw,recipe,lod0_tris,lod1_tris,lod2_tris,lod3_tris,build_stages,collision_max_hulls,texture_strategy,texel_density_px_m,mount_faces,airtight_faces,sockets,moving_parts,emissive,debris_set,blend_path,export_path,status,owner,notes
SM_PRO_LargeAtmosphericThruster_SG,PRO-002,block.propulsion.large_atmospheric_thruster,Large Atmospheric Thruster,,PRO,Thrusters,SG,3×3×3,1.50x1.50x1.50,T2,IND,L,4000,1500,-2400,steel_plate:34; construction_component:9; large_tube:8; metal_grid:6; motor:165,5000,2500,1000,300,3,12,Trim sheets + one 2K unique atlas,1024,back,,SOCKET_VfxExhaust_Front_01 SOCKET_Audio_Center_01,"Fan blades ×2 stages, counter-rotating",,S,assets/parts/propulsion/SM_PRO_LargeAtmosphericThruster_SG.blend,export/parts/propulsion/SM_PRO_LargeAtmosphericThruster_SG.fbx,Not started,,Nozzle on the front face (+X pushes the grid toward −X). Flame VFX socket at the nozzle exit. Thruster damage cone: 3× nozzle length behind the exhaust; keep it clear of the mesh.
SM_PRO_IonThruster_LG,PRO-003,block.propulsion.ion_thruster,Ion Thruster,,PRO,Thrusters,LG,1×1×1,2.50x2.50x2.50,T2,IND,M,4300,3000,-3400,steel_plate:25; construction_component:60; large_tube:8; thruster_component:80,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,back,,SOCKET_VfxExhaust_Front_01,,Blue glow ring (throttle-driven),S,assets/parts/propulsion/SM_PRO_IonThruster_LG.blend,export/parts/propulsion/SM_PRO_IonThruster_LG.fbx,Not started,,Nozzle on the front face (+X pushes the grid toward −X). Flame VFX socket at the nozzle exit. Thruster damage cone: 3× nozzle length behind the exhaust; keep it clear of the mesh.
SM_PRO_IonThruster_SG,PRO-003,block.propulsion.ion_thruster,Ion Thruster,,PRO,Thrusters,SG,1×1×1,0.50x0.50x0.50,T2,IND,M,120,200,-200,steel_plate:4; construction_component:9; large_tube:1; thruster_component:12,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,back,,SOCKET_VfxExhaust_Front_01,,Blue glow ring (throttle-driven),XS,assets/parts/propulsion/SM_PRO_IonThruster_SG.blend,export/parts/propulsion/SM_PRO_IonThruster_SG.fbx,Not started,,Nozzle on the front face (+X pushes the grid toward −X). Flame VFX socket at the nozzle exit. Thruster damage cone: 3× nozzle length behind the exhaust; keep it clear of the mesh.
SM_PRO_LargeIonThruster_LG,PRO-004,block.propulsion.large_ion_thruster,Large Ion Thruster,,PRO,Thrusters,LG,3×3×2,7.50x7.50x5.00,T3,IND,L,43200,12000,-33600,steel_plate:150; construction_component:100; large_tube:40; thruster_component:960,12000,6000,2400,720,3,12,Trim sheets + one 2K unique atlas,512,back,,SOCKET_VfxExhaust_Front_01,,Blue glow ring,M,assets/parts/propulsion/SM_PRO_LargeIonThruster_LG.blend,export/parts/propulsion/SM_PRO_LargeIonThruster_LG.fbx,Not started,,Nozzle on the front face (+X pushes the grid toward −X). Flame VFX socket at the nozzle exit. Thruster damage cone: 3× nozzle length behind the exhaust; keep it clear of the mesh.
SM_PRO_LargeIonThruster_SG,PRO-004,block.propulsion.large_ion_thruster,Large Ion Thruster,,PRO,Thrusters,SG,3×3×3,1.50x1.50x1.50,T3,IND,L,720,800,-2400,steel_plate:22; construction_component:15; large_tube:6; thruster_component:144,5000,2500,1000,300,3,12,Trim sheets + one 2K unique atlas,1024,back,,SOCKET_VfxExhaust_Front_01,,Blue glow ring,S,assets/parts/propulsion/SM_PRO_LargeIonThruster_SG.blend,export/parts/propulsion/SM_PRO_LargeIonThruster_SG.fbx,Not started,,Nozzle on the front face (+X pushes the grid toward −X). Flame VFX socket at the nozzle exit. Thruster damage cone: 3× nozzle length behind the exhaust; keep it clear of the mesh.
SM_PRO_HydrogenThruster_LG,PRO-005,block.propulsion.hydrogen_thruster,Hydrogen Thruster,,PRO,Thrusters,LG,1×1×2,2.50x2.50x5.00,T2,IND,M,6900,4000,0,steel_plate:30; construction_component:60; metal_grid:8; large_tube:25,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,back,,SOCKET_VfxExhaust_Front_01 SOCKET_Fuel_Back_01,,Nozzle heat glow,M,assets/parts/propulsion/SM_PRO_HydrogenThruster_LG.blend,export/parts/propulsion/SM_PRO_HydrogenThruster_LG.fbx,Not started,,Nozzle on the front face (+X pushes the grid toward −X). Flame VFX socket at the nozzle exit. Thruster damage cone: 3× nozzle length behind the exhaust; keep it clear of the mesh.
SM_PRO_HydrogenThruster_SG,PRO-005,block.propulsion.hydrogen_thruster,Hydrogen Thruster,,PRO,Thrusters,SG,1×1×2,0.50x0.50x1.00,T2,IND,M,334,300,0,steel_plate:4; construction_component:9; metal_grid:1; large_tube:4,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,back,,SOCKET_VfxExhaust_Front_01 SOCKET_Fuel_Back_01,,Nozzle heat glow,S,assets/parts/propulsion/SM_PRO_HydrogenThruster_SG.blend,export/parts/propulsion/SM_PRO_HydrogenThruster_SG.fbx,Not started,,Nozzle on the front face (+X pushes the grid toward −X). Flame VFX socket at the nozzle exit. Thruster damage cone: 3× nozzle length behind the exhaust; keep it clear of the mesh.
SM_PRO_LargeHydrogenThruster_LG,PRO-006,block.propulsion.large_hydrogen_thruster,Large Hydrogen Thruster,,PRO,Thrusters,LG,3×3×4,7.50x7.50x10.00,T3,IND,L,40000,14000,0,steel_plate:150; construction_component:180; metal_grid:250; large_tube:40,12000,6000,2400,720,3,12,Trim sheets + one 2K unique atlas,512,back,,SOCKET_VfxExhaust_Front_01 SOCKET_Fuel_Back_01,,Nozzle heat glow,L,assets/parts/propulsion/SM_PRO_LargeHydrogenThruster_LG.blend,export/parts/propulsion/SM_PRO_LargeHydrogenThruster_LG.fbx,Not started,,Nozzle on the front face (+X pushes the grid toward −X). Flame VFX socket at the nozzle exit. Thruster damage cone: 3× nozzle length behind the exhaust; keep it clear of the mesh.
SM_PRO_LargeHydrogenThruster_SG,PRO-006,block.propulsion.large_hydrogen_thruster,Large Hydrogen Thruster,,PRO,Thrusters,SG,3×3×3,1.50x1.50x1.50,T3,IND,L,1420,1000,0,steel_plate:22; construction_component:27; metal_grid:38; large_tube:6,5000,2500,1000,300,3,12,Trim sheets + one 2K unique atlas,1024,back,,SOCKET_VfxExhaust_Front_01 SOCKET_Fuel_Back_01,,Nozzle heat glow,S,assets/parts/propulsion/SM_PRO_LargeHydrogenThruster_SG.blend,export/parts/propulsion/SM_PRO_LargeHydrogenThruster_SG.fbx,Not started,,Nozzle on the front face (+X pushes the grid toward −X). Flame VFX socket at the nozzle exit. Thruster damage cone: 3× nozzle length behind the exhaust; keep it clear of the mesh.
SM_PRO_RCSThrusterQuad_SG,PRO-007,block.propulsion.rcs_thruster_quad,RCS Thruster Quad,,PRO,Thrusters,SG,1×1×1,0.50x0.50x0.50,T2,IND,S,40,60,0,steel_plate:2; thruster_component:2; small_tube:2,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back,,SOCKET_VfxExhaust_Front_01 SOCKET_VfxExhaust_Top_01 SOCKET_VfxExhaust_Left_01 SOCKET_VfxExhaust_Right_01,,,XS,assets/parts/propulsion/SM_PRO_RCSThrusterQuad_SG.blend,export/parts/propulsion/SM_PRO_RCSThrusterQuad_SG.fbx,Not started,,Classic four-nozzle cluster on a small base plate.
SM_PRO_Gyroscope_LG,PRO-008,block.propulsion.gyroscope,Gyroscope,,PRO,Control Moment,LG,1×1×1,2.50x2.50x2.50,T1,IND,M,3500,2000,-30,steel_plate:600; construction_component:40; large_tube:4; metal_grid:50; motor:4; computer:5,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,front back left right top bottom,front back left right top bottom,,Flywheel: spins with demand | Gimbal rings ×2: tilt,Status ring,S,assets/parts/propulsion/SM_PRO_Gyroscope_LG.blend,export/parts/propulsion/SM_PRO_Gyroscope_LG.fbx,Not started,,Visible flywheel behind a cage on two faces.
SM_PRO_Gyroscope_SG,PRO-008,block.propulsion.gyroscope,Gyroscope,,PRO,Control Moment,SG,1×1×1,0.50x0.50x0.50,T1,IND,M,100,200,-1,steel_plate:90; construction_component:6; large_tube:1; metal_grid:8; motor:1; computer:1,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,front back left right top bottom,front back left right top bottom,,Flywheel: spins with demand | Gimbal rings ×2: tilt,Status ring,XS,assets/parts/propulsion/SM_PRO_Gyroscope_SG.blend,export/parts/propulsion/SM_PRO_Gyroscope_SG.fbx,Not started,,Visible flywheel behind a cage on two faces.
SM_PRO_WheelSuspension_1x1_LG,PRO-009,block.propulsion.wheel_suspension,Wheel Suspension,1×1,PRO,Ground,LG,1×1×1,2.50x2.50x2.50,T1,IND,M,700,1500,-20,steel_plate:25; construction_component:15; large_tube:6; small_tube:12; motor:6,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,back,,SOCKET_Wheel_Left_01 SOCKET_AttachTop_Left_01,Wheel: spins; steers ±35° | Suspension arm: travels 0.3/1.0/1.6 m (by size),,S,assets/parts/propulsion/SM_PRO_WheelSuspension_1x1_LG.blend,export/parts/propulsion/SM_PRO_WheelSuspension_1x1_LG.fbx,Not started,,Wheel and suspension are separate meshes. Tire tread normal map scrolls with speed; the tire bulges under load (vertex shader).
SM_PRO_WheelSuspension_1x1_SG,PRO-009,block.propulsion.wheel_suspension,Wheel Suspension,1×1,PRO,Ground,SG,1×1×1,0.50x0.50x0.50,T1,IND,M,60,150,-2,steel_plate:4; construction_component:2; large_tube:1; small_tube:2; motor:1,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,back,,SOCKET_Wheel_Left_01 SOCKET_AttachTop_Left_01,Wheel: spins; steers ±35° | Suspension arm: travels 0.3/1.0/1.6 m (by size),,XS,assets/parts/propulsion/SM_PRO_WheelSuspension_1x1_SG.blend,export/parts/propulsion/SM_PRO_WheelSuspension_1x1_SG.fbx,Not started,,Wheel and suspension are separate meshes. Tire tread normal map scrolls with speed; the tire bulges under load (vertex shader).
SM_PRO_WheelSuspension_3x3_LG,PRO-009,block.propulsion.wheel_suspension,Wheel Suspension,3×3,PRO,Ground,LG,1×3×3,2.50x7.50x7.50,T1,IND,M,1540,2700,-20,steel_plate:55; construction_component:33; large_tube:13; small_tube:26; motor:13,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,back,,SOCKET_Wheel_Left_01 SOCKET_AttachTop_Left_01,Wheel: spins; steers ±35° | Suspension arm: travels 0.3/1.0/1.6 m (by size),,M,assets/parts/propulsion/SM_PRO_WheelSuspension_3x3_LG.blend,export/parts/propulsion/SM_PRO_WheelSuspension_3x3_LG.fbx,Not started,,Wheel and suspension are separate meshes. Tire tread normal map scrolls with speed; the tire bulges under load (vertex shader).
SM_PRO_WheelSuspension_3x3_SG,PRO-009,block.propulsion.wheel_suspension,Wheel Suspension,3×3,PRO,Ground,SG,1×3×3,0.50x1.50x1.50,T1,IND,M,132,270,-2,steel_plate:9; construction_component:4; large_tube:2; small_tube:4; motor:2,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,back,,SOCKET_Wheel_Left_01 SOCKET_AttachTop_Left_01,Wheel: spins; steers ±35° | Suspension arm: travels 0.3/1.0/1.6 m (by size),,S,assets/parts/propulsion/SM_PRO_WheelSuspension_3x3_SG.blend,export/parts/propulsion/SM_PRO_WheelSuspension_3x3_SG.fbx,Not started,,Wheel and suspension are separate meshes. Tire tread normal map scrolls with speed; the tire bulges under load (vertex shader).
SM_PRO_WheelSuspension_5x5_LG,PRO-009,block.propulsion.wheel_suspension,Wheel Suspension,5×5,PRO,Ground,LG,1×5×5,2.50x12.50x12.50,T1,IND,M,2800,4500,-20,steel_plate:100; construction_component:60; large_tube:24; small_tube:48; motor:24,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,back,,SOCKET_Wheel_Left_01 SOCKET_AttachTop_Left_01,Wheel: spins; steers ±35° | Suspension arm: travels 0.3/1.0/1.6 m (by size),,L,assets/parts/propulsion/SM_PRO_WheelSuspension_5x5_LG.blend,export/parts/propulsion/SM_PRO_WheelSuspension_5x5_LG.fbx,Not started,,Wheel and suspension are separate meshes. Tire tread normal map scrolls with speed; the tire bulges under load (vertex shader).
SM_PRO_WheelSuspension_5x5_SG,PRO-009,block.propulsion.wheel_suspension,Wheel Suspension,5×5,PRO,Ground,SG,1×5×5,0.50x2.50x2.50,T1,IND,M,240,450,-2,steel_plate:16; construction_component:8; large_tube:4; small_tube:8; motor:4,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,back,,SOCKET_Wheel_Left_01 SOCKET_AttachTop_Left_01,Wheel: spins; steers ±35° | Suspension arm: travels 0.3/1.0/1.6 m (by size),,S,assets/parts/propulsion/SM_PRO_WheelSuspension_5x5_SG.blend,export/parts/propulsion/SM_PRO_WheelSuspension_5x5_SG.fbx,Not started,,Wheel and suspension are separate meshes. Tire tread normal map scrolls with speed; the tire bulges under load (vertex shader).
SM_PRO_LandingGear_LG,PRO-010,block.propulsion.landing_gear,Landing Gear,,PRO,Landing,LG,1×1×1,2.50x2.50x2.50,T1,IND,M,700,1500,-0.1,steel_plate:150; construction_component:20; motor:6,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,back,,,Pad: articulates ±15° | Lock clamps ×4,Lock status: yellow ready / green locked,S,assets/parts/propulsion/SM_PRO_LandingGear_LG.blend,export/parts/propulsion/SM_PRO_LandingGear_LG.fbx,Not started,,"Flat pad on a short strut, facing the front face."
SM_PRO_LandingGear_SG,PRO-010,block.propulsion.landing_gear,Landing Gear,,PRO,Landing,SG,1×1×1,0.50x0.50x0.50,T1,IND,M,40,150,-0.01,steel_plate:22; construction_component:3; motor:1,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,back,,,Pad: articulates ±15° | Lock clamps ×4,Lock status: yellow ready / green locked,XS,assets/parts/propulsion/SM_PRO_LandingGear_SG.blend,export/parts/propulsion/SM_PRO_LandingGear_SG.fbx,Not started,,"Flat pad on a short strut, facing the front face."
SM_PRO_LandingLeg_LG,PRO-011,block.propulsion.landing_leg,Landing Leg,,PRO,Landing,LG,1×2×1,2.50x5.00x2.50,T2,IND,M,1500,2500,-2,steel_plate:40; construction_component:20; motor:8; large_tube:4,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,top,,SOCKET_AttachTop_Top_01,Upper strut | Lower strut: telescopes | Foot pad: ±25° ball joint,,M,assets/parts/propulsion/SM_PRO_LandingLeg_LG.blend,export/parts/propulsion/SM_PRO_LandingLeg_LG.fbx,Not started,,"Rig pivots: PART_Hip, PART_Strut, PART_Foot."
SM_PRO_LandingLeg_SG,PRO-011,block.propulsion.landing_leg,Landing Leg,,PRO,Landing,SG,1×3×1,0.50x1.50x0.50,T2,IND,M,120,250,-0.2,steel_plate:6; construction_component:3; motor:1; large_tube:1,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,top,,SOCKET_AttachTop_Top_01,Upper strut | Lower strut: telescopes | Foot pad: ±25° ball joint,,S,assets/parts/propulsion/SM_PRO_LandingLeg_SG.blend,export/parts/propulsion/SM_PRO_LandingLeg_SG.fbx,Not started,,"Rig pivots: PART_Hip, PART_Strut, PART_Foot."
SM_PRO_ParachuteHatch_LG,PRO-012,block.propulsion.parachute_hatch,Parachute Hatch,,PRO,Landing,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,500,800,0,steel_plate:20; construction_component:10; fabric:40; motor:1,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back left right top bottom,front back left right top bottom,,Hatch lid: pops 120° | Canopy: cloth sim or pre-animated skeletal canopy,,S,assets/parts/propulsion/SM_PRO_ParachuteHatch_LG.blend,export/parts/propulsion/SM_PRO_ParachuteHatch_LG.fbx,Not started,,"Canopy is a separate skeletal mesh SK_PRO_ParachuteCanopy (shared by both grids, scaled)."
SM_PRO_ParachuteHatch_SG,PRO-012,block.propulsion.parachute_hatch,Parachute Hatch,,PRO,Landing,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,40,80,0,steel_plate:3; construction_component:2; fabric:6; motor:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,front back left right top bottom,front back left right top bottom,,Hatch lid: pops 120° | Canopy: cloth sim or pre-animated skeletal canopy,,XS,assets/parts/propulsion/SM_PRO_ParachuteHatch_SG.blend,export/parts/propulsion/SM_PRO_ParachuteHatch_SG.fbx,Not started,,"Canopy is a separate skeletal mesh SK_PRO_ParachuteCanopy (shared by both grids, scaled)."
SM_PRO_Wing_1x1_LG,PRO-013,block.propulsion.wing,Wing,1×1,PRO,Aerodynamics,LG,1×1×1,2.50x2.50x2.50,T2,IND,S,900,1200,0,steel_plate:20; girder:6; construction_component:4,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back left right,,,,,S,assets/parts/propulsion/SM_PRO_Wing_1x1_LG.blend,export/parts/propulsion/SM_PRO_Wing_1x1_LG.fbx,Not started,,Airfoil profile 0.4 m thick (LG). Leading edge on the front face.
SM_PRO_Wing_1x1_SG,PRO-013,block.propulsion.wing,Wing,1×1,PRO,Aerodynamics,SG,1×1×1,0.50x0.50x0.50,T2,IND,S,40,100,0,steel_plate:3; girder:1; construction_component:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back left right,,,,,XS,assets/parts/propulsion/SM_PRO_Wing_1x1_SG.blend,export/parts/propulsion/SM_PRO_Wing_1x1_SG.fbx,Not started,,Airfoil profile 0.4 m thick (LG). Leading edge on the front face.
SM_PRO_Wing_2x1_LG,PRO-013,block.propulsion.wing,Wing,2×1,PRO,Aerodynamics,LG,2×1×1,5.00x2.50x2.50,T2,IND,S,1800,2400,0,steel_plate:40; girder:12; construction_component:8,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back left right,,,,,M,assets/parts/propulsion/SM_PRO_Wing_2x1_LG.blend,export/parts/propulsion/SM_PRO_Wing_2x1_LG.fbx,Not started,,Airfoil profile 0.4 m thick (LG). Leading edge on the front face.
SM_PRO_Wing_2x1_SG,PRO-013,block.propulsion.wing,Wing,2×1,PRO,Aerodynamics,SG,2×1×1,1.00x0.50x0.50,T2,IND,S,80,200,0,steel_plate:6; girder:2; construction_component:2,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back left right,,,,,S,assets/parts/propulsion/SM_PRO_Wing_2x1_SG.blend,export/parts/propulsion/SM_PRO_Wing_2x1_SG.fbx,Not started,,Airfoil profile 0.4 m thick (LG). Leading edge on the front face.
SM_PRO_Wing_3x1_LG,PRO-013,block.propulsion.wing,Wing,3×1,PRO,Aerodynamics,LG,3×1×1,7.50x2.50x2.50,T2,IND,S,2700,3600,0,steel_plate:60; girder:18; construction_component:12,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back left right,,,,,M,assets/parts/propulsion/SM_PRO_Wing_3x1_LG.blend,export/parts/propulsion/SM_PRO_Wing_3x1_LG.fbx,Not started,,Airfoil profile 0.4 m thick (LG). Leading edge on the front face.
SM_PRO_Wing_3x1_SG,PRO-013,block.propulsion.wing,Wing,3×1,PRO,Aerodynamics,SG,3×1×1,1.50x0.50x0.50,T2,IND,S,120,300,0,steel_plate:9; girder:3; construction_component:3,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back left right,,,,,S,assets/parts/propulsion/SM_PRO_Wing_3x1_SG.blend,export/parts/propulsion/SM_PRO_Wing_3x1_SG.fbx,Not started,,Airfoil profile 0.4 m thick (LG). Leading edge on the front face.
SM_PRO_Wing_Tip_LG,PRO-013,block.propulsion.wing,Wing,Tip,PRO,Aerodynamics,LG,1×1×1,2.50x2.50x2.50,T2,IND,S,540,720,0,steel_plate:12; girder:4; construction_component:2,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back left right,,,,,S,assets/parts/propulsion/SM_PRO_Wing_Tip_LG.blend,export/parts/propulsion/SM_PRO_Wing_Tip_LG.fbx,Not started,,Airfoil profile 0.4 m thick (LG). Leading edge on the front face.
SM_PRO_Wing_Tip_SG,PRO-013,block.propulsion.wing,Wing,Tip,PRO,Aerodynamics,SG,1×1×1,0.50x0.50x0.50,T2,IND,S,24,60,0,steel_plate:2; girder:1; construction_component:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back left right,,,,,XS,assets/parts/propulsion/SM_PRO_Wing_Tip_SG.blend,export/parts/propulsion/SM_PRO_Wing_Tip_SG.fbx,Not started,,Airfoil profile 0.4 m thick (LG). Leading edge on the front face.
SM_PRO_Elevon_LG,PRO-014,block.propulsion.elevon,Elevon,,PRO,Aerodynamics,LG,1×1×1,2.50x2.50x2.50,T2,IND,S,700,900,-1,steel_plate:14; motor:2; construction_component:4,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front left right,,,Surface: hinges ±30° at the front edge,,S,assets/parts/propulsion/SM_PRO_Elevon_LG.blend,export/parts/propulsion/SM_PRO_Elevon_LG.fbx,Not started,,Matches the Wing profile at its hinge line.
SM_PRO_Elevon_SG,PRO-014,block.propulsion.elevon,Elevon,,PRO,Aerodynamics,SG,1×1×1,0.50x0.50x0.50,T2,IND,S,30,80,-0.1,steel_plate:2; motor:1; construction_component:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,front left right,,,Surface: hinges ±30° at the front edge,,XS,assets/parts/propulsion/SM_PRO_Elevon_SG.blend,export/parts/propulsion/SM_PRO_Elevon_SG.fbx,Not started,,Matches the Wing profile at its hinge line.
SM_PRO_PulseDrive_LG,PRO-015,block.propulsion.pulse_drive,Pulse Drive,,PRO,Drives,LG,3×3×5,7.50x7.50x12.50,T3,IND,XL,45000,10000,-25000,steel_plate:400; superconductor:200; thruster_component:200; computer:80; large_tube:40,40000,20000,8000,2400,4,24,4K unique texture set + trim sheets,512,front back left right top bottom,front back left right top bottom,SOCKET_Interact_Left_01 SOCKET_Work_Left_01,"Magnetic rings ×3: counter-rotate, speed with charge",Ring charge glow (white-violet),L,assets/parts/propulsion/SM_PRO_PulseDrive_LG.blend,export/parts/propulsion/SM_PRO_PulseDrive_LG.fbx,Not started,,"Three stacked rings around a central core, visible through open side bays."
SM_PRO_SmallHydrogenTank_LG,PRO-016,block.propulsion.small_hydrogen_tank,Small Hydrogen Tank,,PRO,Fuel,LG,1×1×1,2.50x2.50x2.50,T2,IND,S,2400,2500,0,steel_plate:80; large_tube:40; small_tube:60; computer:8; construction_component:40,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back left right top bottom,front back left right top bottom,SOCKET_Fuel_Top_01 SOCKET_Fuel_Bottom_01,,Fill gauge,S,assets/parts/propulsion/SM_PRO_SmallHydrogenTank_LG.blend,export/parts/propulsion/SM_PRO_SmallHydrogenTank_LG.fbx,Not started,,White tank with red H₂ band.
SM_PRO_SmallHydrogenTank_SG,PRO-016,block.propulsion.small_hydrogen_tank,Small Hydrogen Tank,,PRO,Fuel,SG,1×1×1,0.50x0.50x0.50,T2,IND,S,110,200,0,steel_plate:12; large_tube:6; small_tube:9; computer:1; construction_component:6,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,front back left right top bottom,front back left right top bottom,SOCKET_Fuel_Top_01 SOCKET_Fuel_Bottom_01,,Fill gauge,XS,assets/parts/propulsion/SM_PRO_SmallHydrogenTank_SG.blend,export/parts/propulsion/SM_PRO_SmallHydrogenTank_SG.fbx,Not started,,White tank with red H₂ band.
SM_PRO_LargeHydrogenTank_LG,PRO-017,block.propulsion.large_hydrogen_tank,Large Hydrogen Tank,,PRO,Fuel,LG,3×3×3,7.50x7.50x7.50,T2,IND,M,20000,12000,0,steel_plate:280; large_tube:80; small_tube:60; computer:8; construction_component:40,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,front back left right top bottom,front back left right top bottom,SOCKET_Fuel_Top_01 SOCKET_Fuel_Bottom_01 SOCKET_Fuel_Back_01,,Fill gauge,M,assets/parts/propulsion/SM_PRO_LargeHydrogenTank_LG.blend,export/parts/propulsion/SM_PRO_LargeHydrogenTank_LG.fbx,Not started,,Spherical tank inside a square frame.
SM_PRO_LargeHydrogenTank_SG,PRO-017,block.propulsion.large_hydrogen_tank,Large Hydrogen Tank,,PRO,Fuel,SG,3×3×3,1.50x1.50x1.50,T2,IND,M,800,1200,0,steel_plate:42; large_tube:12; small_tube:9; computer:1; construction_component:6,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,front back left right top bottom,front back left right top bottom,SOCKET_Fuel_Top_01 SOCKET_Fuel_Bottom_01 SOCKET_Fuel_Back_01,,Fill gauge,S,assets/parts/propulsion/SM_PRO_LargeHydrogenTank_SG.blend,export/parts/propulsion/SM_PRO_LargeHydrogenTank_SG.fbx,Not started,,Spherical tank inside a square frame.
SM_PRO_MethaloxRocketEngine_LG,PRO-018,block.propulsion.methalox_rocket_engine,Methalox Rocket Engine,,PRO,Launch Hardware,LG,1×1×2,2.50x2.50x5.00,T1,IND,L,1800,2500,0,steel_plate:30; thruster_component:20; large_tube:12; motor:4; computer:2,12000,6000,2400,720,3,12,Trim sheets + one 2K unique atlas,512,back,,SOCKET_VfxExhaust_Front_01 SOCKET_Fuel_Back_01 SOCKET_Fuel_Back_02,Nozzle: gimbals ±8° (2 axes),Nozzle heat glow,M,assets/parts/propulsion/SM_PRO_MethaloxRocketEngine_LG.blend,export/parts/propulsion/SM_PRO_MethaloxRocketEngine_LG.fbx,Not started,,Regeneratively cooled bell with visible plumbing. Gimbal pivot at the throat (PART_Gimbal).
SM_PRO_MethaloxTank_Short_LG,PRO-019,block.propulsion.methalox_tank,Methalox Tank,Short,PRO,Launch Hardware,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,800,1200,0,steel_plate:30; large_tube:6; small_tube:10,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back left right top bottom,front back left right top bottom,SOCKET_Fuel_Top_01 SOCKET_Fuel_Bottom_01,,,S,assets/parts/propulsion/SM_PRO_MethaloxTank_Short_LG.blend,export/parts/propulsion/SM_PRO_MethaloxTank_Short_LG.fbx,Not started,,Frost on the LOX half (vertex-color mask). Kestrel logo decal.
SM_PRO_MethaloxTank_Tall_LG,PRO-019,block.propulsion.methalox_tank,Methalox Tank,Tall,PRO,Launch Hardware,LG,1×3×1,2.50x7.50x2.50,T1,IND,S,2400,3000,0,steel_plate:90; large_tube:18; small_tube:30,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back left right top bottom,front back left right top bottom,SOCKET_Fuel_Top_01 SOCKET_Fuel_Bottom_01,,,M,assets/parts/propulsion/SM_PRO_MethaloxTank_Tall_LG.blend,export/parts/propulsion/SM_PRO_MethaloxTank_Tall_LG.fbx,Not started,,Frost on the LOX half (vertex-color mask). Kestrel logo decal.
SM_PRO_StageSeparator_LG,PRO-020,block.propulsion.stage_separator,Stage Separator,,PRO,Launch Hardware,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,400,600,0,steel_plate:10; explosives:2; construction_component:4,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,top bottom,,,Separation ring halves: push apart on springs,,S,assets/parts/propulsion/SM_PRO_StageSeparator_LG.blend,export/parts/propulsion/SM_PRO_StageSeparator_LG.fbx,Not started,,Thin ring (0.5 m LG). Top and bottom halves are separate meshes that become separate grids.
