asset,count,character_id,character,group,type,contents,tier,skeleton,size,lod0_tris,lod1_tris,lod2_tris,lod3_tris,textures,facial_set,facial_capture,blend_path,status,owner,notes
SK_NPC_HannahLindqvist,1,NOT-012,Hannah Lindqvist,NOT,Base,Base body + head (default outfit and hair for budget checks),Secondary,"EXO_Humanoid (UE5 mannequin-compatible), adult, athletic",1.78 m tall,60000,30000,12000,3600,Head 2K · Body 2K (shared skin detail) · Outfit 2K · Hair 2K · shared eyes,secondary,no,assets/characters/notable-survivors/SK_NPC_HannahLindqvist.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_NPC_HannahLindqvist_Outfit_Signature,1,NOT-012,Hannah Lindqvist,NOT,Outfit,Mine Coveralls,Secondary,"EXO_Humanoid (UE5 mannequin-compatible), adult, athletic",1.78 m tall,27000,13500,5400,1620,Head 2K · Body 2K (shared skin detail) · Outfit 2K · Hair 2K · shared eyes,secondary,no,assets/characters/notable-survivors/SK_NPC_HannahLindqvist_Outfit_Signature.blend,Greybox built,,From recruitment
SK_NPC_HannahLindqvist_Outfit_ColonyWear,1,NOT-012,Hannah Lindqvist,NOT,Outfit,Colony Wear,Secondary,"EXO_Humanoid (UE5 mannequin-compatible), adult, athletic",1.78 m tall,27000,13500,5400,1620,Head 2K · Body 2K (shared skin detail) · Outfit 2K · Hair 2K · shared eyes,secondary,no,assets/characters/notable-survivors/SK_NPC_HannahLindqvist_Outfit_ColonyWear.blend,Greybox built,,Act II+
SK_NPC_HannahLindqvist_Hair_Signature,1,NOT-012,Hannah Lindqvist,NOT,Hair,Blond hair in a tight French braid (cards),Secondary,"EXO_Humanoid (UE5 mannequin-compatible), adult, athletic",1.78 m tall,15000,7500,3000,900,Head 2K · Body 2K (shared skin detail) · Outfit 2K · Hair 2K · shared eyes,secondary,no,assets/characters/notable-survivors/SK_NPC_HannahLindqvist_Hair_Signature.blend,Greybox built,,
SK_ENM_Shambler,1,HOL-001,Shambler,HOL,Base,Base body + head (default outfit and hair for budget checks),Enemy,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.75 m tall,35000,17500,7000,2100,Hollow base 2K (from the survivor body it was) · shared Bloom overlay atlas 2K,hollow,no,assets/characters/hollows-and-constructs/SK_ENM_Shambler.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_ENM_Shambler_Civilian,1,HOL-001,Shambler,HOL,Variant,Earth civilian outfits,Enemy,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.75 m tall,35000,17500,7000,2100,Hollow base 2K (from the survivor body it was) · shared Bloom overlay atlas 2K,hollow,no,assets/characters/hollows-and-constructs/SK_ENM_Shambler_Civilian.blend,Greybox built,,
SK_ENM_Shambler_KestrelCrew,1,HOL-001,Shambler,HOL,Variant,Kestrel coveralls and uniforms,Enemy,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.75 m tall,35000,17500,7000,2100,Hollow base 2K (from the survivor body it was) · shared Bloom overlay atlas 2K,hollow,no,assets/characters/hollows-and-constructs/SK_ENM_Shambler_KestrelCrew.blend,Greybox built,,
SK_ENM_Shambler_Directorate,1,HOL-001,Shambler,HOL,Variant,Directorate armor and fatigues,Enemy,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.75 m tall,35000,17500,7000,2100,Hollow base 2K (from the survivor body it was) · shared Bloom overlay atlas 2K,hollow,no,assets/characters/hollows-and-constructs/SK_ENM_Shambler_Directorate.blend,Greybox built,,
SK_ENM_Shambler_Miner,1,HOL-001,Shambler,HOL,Variant,"Hi-vis and mining gear (Tycho, Silver Ridge)",Enemy,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.75 m tall,35000,17500,7000,2100,Hollow base 2K (from the survivor body it was) · shared Bloom overlay atlas 2K,hollow,no,assets/characters/hollows-and-constructs/SK_ENM_Shambler_Miner.blend,Greybox built,,
SK_ENM_Shambler_Hauler,1,HOL-001,Shambler,HOL,Variant,Hauler coveralls (the Drift),Enemy,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.75 m tall,35000,17500,7000,2100,Hollow base 2K (from the survivor body it was) · shared Bloom overlay atlas 2K,hollow,no,assets/characters/hollows-and-constructs/SK_ENM_Shambler_Hauler.blend,Greybox built,,
SK_ENM_Runner,1,HOL-002,Runner,HOL,Base,Base body + head (default outfit and hair for budget checks),Enemy,"EXO_Humanoid (UE5 mannequin-compatible), adult, athletic",1.78 m tall,35000,17500,7000,2100,Hollow base 2K (from the survivor body it was) · shared Bloom overlay atlas 2K,hollow,no,assets/characters/hollows-and-constructs/SK_ENM_Runner.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_ENM_Crawler,1,HOL-003,Crawler,HOL,Base,Base body + head (default outfit and hair for budget checks),Enemy,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.70 m tall,35000,17500,7000,2100,Hollow base 2K (from the survivor body it was) · shared Bloom overlay atlas 2K,hollow,no,assets/characters/hollows-and-constructs/SK_ENM_Crawler.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_ENM_Screamer,1,HOL-004,Screamer,HOL,Base,Base body + head (default outfit and hair for budget checks),Elite,"EXO_Humanoid (UE5 mannequin-compatible), adult, slim",1.80 m tall,60000,30000,12000,3600,Unique 4K body set · shared Bloom overlay atlas 2K · 2K plating/growth set,hollow,no,assets/characters/hollows-and-constructs/SK_ENM_Screamer.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_ENM_Bloater,1,HOL-005,Bloater,HOL,Base,Base body + head (default outfit and hair for budget checks),Elite,"EXO_Humanoid (UE5 mannequin-compatible), adult, broad / heavy",1.76 m tall,60000,30000,12000,3600,Unique 4K body set · shared Bloom overlay atlas 2K · 2K plating/growth set,hollow,no,assets/characters/hollows-and-constructs/SK_ENM_Bloater.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_ENM_Brute,1,HOL-006,Brute,HOL,Base,Base body + head (default outfit and hair for budget checks),Elite,"EXO_Humanoid (UE5 mannequin-compatible), hollow brute (overgrown)",2.60 m tall,60000,30000,12000,3600,Unique 4K body set · shared Bloom overlay atlas 2K · 2K plating/growth set,hollow,no,assets/characters/hollows-and-constructs/SK_ENM_Brute.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_ENM_Drifter,1,HOL-007,Drifter,HOL,Base,Base body + head (default outfit and hair for budget checks),Enemy,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.82 m tall,35000,17500,7000,2100,Hollow base 2K (from the survivor body it was) · shared Bloom overlay atlas 2K,hollow,no,assets/characters/hollows-and-constructs/SK_ENM_Drifter.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_ENM_Burrower,1,HOL-008,Burrower,HOL,Base,Base body + head (default outfit and hair for budget checks),Elite,"EXO_Humanoid (UE5 mannequin-compatible), adult, broad / heavy",1.60 m tall,60000,30000,12000,3600,Unique 4K body set · shared Bloom overlay atlas 2K · 2K plating/growth set,hollow,no,assets/characters/hollows-and-constructs/SK_ENM_Burrower.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_ENM_Mimic,1,HOL-009,Mimic,HOL,Base,Base body + head (default outfit and hair for budget checks),Elite,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.74 m tall,60000,30000,12000,3600,Unique 4K body set · shared Bloom overlay atlas 2K · 2K plating/growth set,secondary,no,assets/characters/hollows-and-constructs/SK_ENM_Mimic.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_ENM_HuskTitan,1,HOL-010,Husk Titan,HOL,Base,Base body + head (default outfit and hair for budget checks),Boss,"EXO_Humanoid (UE5 mannequin-compatible), colossal (husk titan)",18.00 m tall,180000,90000,36000,10800,"Unique 4K sets ×4 (body, armor/growth, head, FX masks)",hero,no,assets/characters/hollows-and-constructs/SK_ENM_HuskTitan.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_ENM_Stalker,1,HOL-011,Stalker,HOL,Base,Base body + head (default outfit and hair for budget checks),Creature-L,EXO_Quadruped,"1.40 m at the shoulder, 3.20 m long",80000,40000,16000,4800,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/hollows-and-constructs/SK_ENM_Stalker.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_ENM_HiveMite,1,HOL-012,Hive Mite,HOL,Base,Base body + head (default outfit and hair for budget checks),Creature-S,EXO_Flyer (quadruped + wing chains),"0.06 m at the shoulder, 0.12 m long, 0.16 m wingspan",15000,7500,3000,900,Body 2K (atlased per kit),creature,no,assets/characters/hollows-and-constructs/SK_ENM_HiveMite.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_ENM_SowerWarden,1,HOL-013,Sower Warden,HOL,Base,Base body + head (default outfit and hair for budget checks),Elite,"EXO_Humanoid (UE5 mannequin-compatible), exo-frame / construct",3.20 m tall,60000,30000,12000,3600,Unique 4K body set · shared Bloom overlay atlas 2K · 2K plating/growth set,hollow,no,assets/characters/hollows-and-constructs/SK_ENM_SowerWarden.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_NPC_DirectorateTrooper,1,FAC-001,Directorate Trooper,FAC,Base,Base body + head (default outfit and hair for budget checks),Crowd,"EXO_Humanoid (UE5 mannequin-compatible), adult, athletic",1.82 m tall,30000,15000,6000,1800,Shared 2K head atlases (48 heads) · modular outfit pieces 1K–2K · shared hair atlases,crowd,no,assets/characters/faction-units/SK_NPC_DirectorateTrooper.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_NPC_DirectorateTrooper_Outfit_Standard,1,FAC-001,Directorate Trooper,FAC,Outfit,Trooper Armor,Crowd,"EXO_Humanoid (UE5 mannequin-compatible), adult, athletic",1.82 m tall,16000,8000,3200,960,Shared 2K head atlases (48 heads) · modular outfit pieces 1K–2K · shared hair atlases,crowd,no,assets/characters/faction-units/SK_NPC_DirectorateTrooper_Outfit_Standard.blend,Greybox built,,Act I+
SK_NPC_DirectorateTrooper_Female,1,FAC-001,Directorate Trooper,FAC,Variant,Female body variant,Crowd,"EXO_Humanoid (UE5 mannequin-compatible), adult, athletic",1.82 m tall,30000,15000,6000,1800,Shared 2K head atlases (48 heads) · modular outfit pieces 1K–2K · shared hair atlases,crowd,no,assets/characters/faction-units/SK_NPC_DirectorateTrooper_Female.blend,Greybox built,,
SK_NPC_DirectorateTrooper_Damaged,1,FAC-001,Directorate Trooper,FAC,Variant,"Scorched and cracked armor (Meridian, Convergence)",Crowd,"EXO_Humanoid (UE5 mannequin-compatible), adult, athletic",1.82 m tall,30000,15000,6000,1800,Shared 2K head atlases (48 heads) · modular outfit pieces 1K–2K · shared hair atlases,crowd,no,assets/characters/faction-units/SK_NPC_DirectorateTrooper_Damaged.blend,Greybox built,,
SK_NPC_DirectorateEnforcer,1,FAC-002,Directorate Enforcer,FAC,Base,Base body + head (default outfit and hair for budget checks),Elite,"EXO_Humanoid (UE5 mannequin-compatible), hollow brute (overgrown)",2.05 m tall,60000,30000,12000,3600,Unique 4K body set · shared Bloom overlay atlas 2K · 2K plating/growth set,hollow,no,assets/characters/faction-units/SK_NPC_DirectorateEnforcer.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_NPC_DirectorateEnforcer_Outfit_Standard,1,FAC-002,Directorate Enforcer,FAC,Outfit,Enforcer Armor,Elite,"EXO_Humanoid (UE5 mannequin-compatible), hollow brute (overgrown)",2.05 m tall,35000,17500,7000,2100,Unique 4K body set · shared Bloom overlay atlas 2K · 2K plating/growth set,hollow,no,assets/characters/faction-units/SK_NPC_DirectorateEnforcer_Outfit_Standard.blend,Greybox built,,Act I+
SK_NPC_DirectorateMedic,1,FAC-003,Directorate Medic,FAC,Base,Base body + head (default outfit and hair for budget checks),Crowd,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.75 m tall,30000,15000,6000,1800,Shared 2K head atlases (48 heads) · modular outfit pieces 1K–2K · shared hair atlases,crowd,no,assets/characters/faction-units/SK_NPC_DirectorateMedic.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_NPC_DirectorateMedic_Outfit_Standard,1,FAC-003,Directorate Medic,FAC,Outfit,Medic Armor,Crowd,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.75 m tall,16000,8000,3200,960,Shared 2K head atlases (48 heads) · modular outfit pieces 1K–2K · shared hair atlases,crowd,no,assets/characters/faction-units/SK_NPC_DirectorateMedic_Outfit_Standard.blend,Greybox built,,Act I+
SK_NPC_DirectorateOfficer,1,FAC-004,Directorate Officer,FAC,Base,Base body + head (default outfit and hair for budget checks),Secondary,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.80 m tall,60000,30000,12000,3600,Head 2K · Body 2K (shared skin detail) · Outfit 2K · Hair 2K · shared eyes,secondary,no,assets/characters/faction-units/SK_NPC_DirectorateOfficer.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_NPC_DirectorateOfficer_Outfit_Standard,1,FAC-004,Directorate Officer,FAC,Outfit,Officer Uniform,Secondary,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.80 m tall,27000,13500,5400,1620,Head 2K · Body 2K (shared skin detail) · Outfit 2K · Hair 2K · shared eyes,secondary,no,assets/characters/faction-units/SK_NPC_DirectorateOfficer_Outfit_Standard.blend,Greybox built,,Act I+
SK_NPC_DirectoratePilot,1,FAC-005,Directorate Pilot,FAC,Base,Base body + head (default outfit and hair for budget checks),Crowd,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.76 m tall,30000,15000,6000,1800,Shared 2K head atlases (48 heads) · modular outfit pieces 1K–2K · shared hair atlases,crowd,no,assets/characters/faction-units/SK_NPC_DirectoratePilot.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_NPC_DirectoratePilot_Outfit_Standard,1,FAC-005,Directorate Pilot,FAC,Outfit,Flight Suit,Crowd,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.76 m tall,16000,8000,3200,960,Shared 2K head atlases (48 heads) · modular outfit pieces 1K–2K · shared hair atlases,crowd,no,assets/characters/faction-units/SK_NPC_DirectoratePilot_Outfit_Standard.blend,Greybox built,,Act I+
SK_NPC_DirectorateCleanupCrew,1,FAC-006,Directorate Cleanup Crew,FAC,Base,Base body + head (default outfit and hair for budget checks),Crowd,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.78 m tall,30000,15000,6000,1800,Shared 2K head atlases (48 heads) · modular outfit pieces 1K–2K · shared hair atlases,crowd,no,assets/characters/faction-units/SK_NPC_DirectorateCleanupCrew.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_NPC_DirectorateCleanupCrew_Outfit_Standard,1,FAC-006,Directorate Cleanup Crew,FAC,Outfit,Cleanup Hazmat,Crowd,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.78 m tall,16000,8000,3200,960,Shared 2K head atlases (48 heads) · modular outfit pieces 1K–2K · shared hair atlases,crowd,no,assets/characters/faction-units/SK_NPC_DirectorateCleanupCrew_Outfit_Standard.blend,Greybox built,,Act I+
SK_NPC_DirectorateSentinelDrone,1,FAC-007,Directorate Sentinel Drone,FAC,Base,Base body + head (default outfit and hair for budget checks),Creature-S,EXO_Drone,0.80 m,15000,7500,3000,900,Body 2K (atlased per kit),creature,no,assets/characters/faction-units/SK_NPC_DirectorateSentinelDrone.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_NPC_DirectorateSentinelDrone_Outfit_Standard,1,FAC-007,Directorate Sentinel Drone,FAC,Outfit,Drone Shell,Creature-S,EXO_Drone,0.80 m,12000,6000,2400,720,Body 2K (atlased per kit),creature,no,assets/characters/faction-units/SK_NPC_DirectorateSentinelDrone_Outfit_Standard.blend,Greybox built,,Act I+
SK_NPC_ChoirPilgrim,1,FAC-008,Choir Pilgrim,FAC,Base,Base body + head (default outfit and hair for budget checks),Crowd,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.72 m tall,30000,15000,6000,1800,Shared 2K head atlases (48 heads) · modular outfit pieces 1K–2K · shared hair atlases,crowd,no,assets/characters/faction-units/SK_NPC_ChoirPilgrim.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_NPC_ChoirPilgrim_Outfit_Standard,1,FAC-008,Choir Pilgrim,FAC,Outfit,Pilgrim Robes,Crowd,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.72 m tall,16000,8000,3200,960,Shared 2K head atlases (48 heads) · modular outfit pieces 1K–2K · shared hair atlases,crowd,no,assets/characters/faction-units/SK_NPC_ChoirPilgrim_Outfit_Standard.blend,Greybox built,,Act I+
SK_NPC_ChoirWarden,1,FAC-009,Choir Warden,FAC,Base,Base body + head (default outfit and hair for budget checks),Secondary,"EXO_Humanoid (UE5 mannequin-compatible), adult, broad / heavy",1.85 m tall,60000,30000,12000,3600,Head 2K · Body 2K (shared skin detail) · Outfit 2K · Hair 2K · shared eyes,secondary,no,assets/characters/faction-units/SK_NPC_ChoirWarden.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_NPC_ChoirWarden_Outfit_Standard,1,FAC-009,Choir Warden,FAC,Outfit,Warden Robes,Secondary,"EXO_Humanoid (UE5 mannequin-compatible), adult, broad / heavy",1.85 m tall,27000,13500,5400,1620,Head 2K · Body 2K (shared skin detail) · Outfit 2K · Hair 2K · shared eyes,secondary,no,assets/characters/faction-units/SK_NPC_ChoirWarden_Outfit_Standard.blend,Greybox built,,Act I+
SK_NPC_HaulerDeckhand,1,FAC-010,Hauler Deckhand,FAC,Base,Base body + head (default outfit and hair for budget checks),Crowd,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.78 m tall,30000,15000,6000,1800,Shared 2K head atlases (48 heads) · modular outfit pieces 1K–2K · shared hair atlases,crowd,no,assets/characters/faction-units/SK_NPC_HaulerDeckhand.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_NPC_HaulerDeckhand_Outfit_Standard,1,FAC-010,Hauler Deckhand,FAC,Outfit,Hauler Coveralls,Crowd,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.78 m tall,16000,8000,3200,960,Shared 2K head atlases (48 heads) · modular outfit pieces 1K–2K · shared hair atlases,crowd,no,assets/characters/faction-units/SK_NPC_HaulerDeckhand_Outfit_Standard.blend,Greybox built,,Act I+
SK_NPC_HaulerTrader,1,FAC-011,Hauler Trader,FAC,Base,Base body + head (default outfit and hair for budget checks),Secondary,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.74 m tall,60000,30000,12000,3600,Head 2K · Body 2K (shared skin detail) · Outfit 2K · Hair 2K · shared eyes,secondary,no,assets/characters/faction-units/SK_NPC_HaulerTrader.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_NPC_HaulerTrader_Outfit_Standard,1,FAC-011,Hauler Trader,FAC,Outfit,Trader Coat,Secondary,"EXO_Humanoid (UE5 mannequin-compatible), adult, average build",1.74 m tall,27000,13500,5400,1620,Head 2K · Body 2K (shared skin detail) · Outfit 2K · Hair 2K · shared eyes,secondary,no,assets/characters/faction-units/SK_NPC_HaulerTrader_Outfit_Standard.blend,Greybox built,,Act I+
SK_ENM_AdaSeraphExoframe,1,BOS-001,Ada — Seraph Exo-frame,BOS,Base,Base body + head (default outfit and hair for budget checks),Boss,"EXO_Humanoid (UE5 mannequin-compatible), exo-frame / construct",3.00 m tall,180000,90000,36000,10800,"Unique 4K sets ×4 (body, armor/growth, head, FX masks)",hero,yes,assets/characters/bosses/SK_ENM_AdaSeraphExoframe.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_ENM_AdaSeraphExoframe_Outfit_Phase1,1,BOS-001,Ada — Seraph Exo-frame,BOS,Outfit,Full Armor,Boss,"EXO_Humanoid (UE5 mannequin-compatible), exo-frame / construct",3.00 m tall,75000,37500,15000,4500,"Unique 4K sets ×4 (body, armor/growth, head, FX masks)",hero,yes,assets/characters/bosses/SK_ENM_AdaSeraphExoframe_Outfit_Phase1.blend,Greybox built,,M4.03
SK_ENM_AdaSeraphExoframe_Outfit_Phase2,1,BOS-001,Ada — Seraph Exo-frame,BOS,Outfit,Torn Armor,Boss,"EXO_Humanoid (UE5 mannequin-compatible), exo-frame / construct",3.00 m tall,75000,37500,15000,4500,"Unique 4K sets ×4 (body, armor/growth, head, FX masks)",hero,yes,assets/characters/bosses/SK_ENM_AdaSeraphExoframe_Outfit_Phase2.blend,Greybox built,,M4.03
SK_ENM_CraneDirector,1,BOS-002,Crane — The Director,BOS,Base,Base body + head (default outfit and hair for budget checks),Boss,"EXO_Humanoid (UE5 mannequin-compatible), adult, athletic",2.05 m tall,180000,90000,36000,10800,"Unique 4K sets ×4 (body, armor/growth, head, FX masks)",hero,yes,assets/characters/bosses/SK_ENM_CraneDirector.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_ENM_CraneDirector_Outfit_AugmentedArmor,1,BOS-002,Crane — The Director,BOS,Outfit,Augmented Armor,Boss,"EXO_Humanoid (UE5 mannequin-compatible), adult, athletic",2.05 m tall,75000,37500,15000,4500,"Unique 4K sets ×4 (body, armor/growth, head, FX masks)",hero,yes,assets/characters/bosses/SK_ENM_CraneDirector_Outfit_AugmentedArmor.blend,Greybox built,,M4.04
SK_ENM_CraneGraft,1,BOS-003,Crane — The Graft,BOS,Base,Base body + head (default outfit and hair for budget checks),Boss,"EXO_Humanoid (UE5 mannequin-compatible), hollow brute (overgrown)",2.40 m tall,180000,90000,36000,10800,"Unique 4K sets ×4 (body, armor/growth, head, FX masks)",hero,yes,assets/characters/bosses/SK_ENM_CraneGraft.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_ENM_CraneGraft_Outfit_GraftArmor,1,BOS-003,Crane — The Graft,BOS,Outfit,Graft,Boss,"EXO_Humanoid (UE5 mannequin-compatible), hollow brute (overgrown)",2.40 m tall,75000,37500,15000,4500,"Unique 4K sets ×4 (body, armor/growth, head, FX masks)",hero,yes,assets/characters/bosses/SK_ENM_CraneGraft_Outfit_GraftArmor.blend,Greybox built,,M4.04
SK_ENM_CraneBonsai,1,BOS-004,Crane — The Bonsai,BOS,Base,Base body + head (default outfit and hair for budget checks),Boss,"EXO_Humanoid (UE5 mannequin-compatible), colossal (husk titan)",12.00 m tall,180000,90000,36000,10800,"Unique 4K sets ×4 (body, armor/growth, head, FX masks)",hero,yes,assets/characters/bosses/SK_ENM_CraneBonsai.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_ENM_CraneBonsai_Outfit_Spectral,1,BOS-004,Crane — The Bonsai,BOS,Outfit,Spectral Gardener,Boss,"EXO_Humanoid (UE5 mannequin-compatible), colossal (husk titan)",12.00 m tall,75000,37500,15000,4500,"Unique 4K sets ×4 (body, armor/growth, head, FX masks)",hero,yes,assets/characters/bosses/SK_ENM_CraneBonsai_Outfit_Spectral.blend,Greybox built,,M4.04
SK_CRE_TessariAdult,1,CRE-001,Tessari (Adult),CRE,Base,Base body + head (default outfit and hair for budget checks),Creature-L,EXO_Hexapod,"3.60 m at the shoulder, 7.00 m long",80000,40000,16000,4800,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_TessariAdult.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_CRE_TessariAdult_Bloomed,1,CRE-001,Tessari (Adult),CRE,Variant,Dying Tessari overgrown by the Garden Engine's Bloom (Veyra before healing),Creature-L,EXO_Hexapod,"3.60 m at the shoulder, 7.00 m long",80000,40000,16000,4800,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_TessariAdult_Bloomed.blend,Greybox built,,
SK_CRE_TessariCalf,1,CRE-002,Tessari (Calf),CRE,Base,Base body + head (default outfit and hair for budget checks),Creature-L,EXO_Hexapod,"1.60 m at the shoulder, 3.00 m long",80000,40000,16000,4800,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_TessariCalf.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_CRE_Dog,1,CRE-003,Dog,CRE,Base,Base body + head (default outfit and hair for budget checks),Creature-S,EXO_Quadruped,"0.55 m at the shoulder, 0.95 m long",15000,7500,3000,900,Body 2K (atlased per kit),creature,no,assets/characters/creatures-and-fauna/SK_CRE_Dog.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_CRE_Dog_Shepherd,1,CRE-003,Dog,CRE,Variant,Shepherd mix,Creature-S,EXO_Quadruped,"0.55 m at the shoulder, 0.95 m long",15000,7500,3000,900,Body 2K (atlased per kit),creature,no,assets/characters/creatures-and-fauna/SK_CRE_Dog_Shepherd.blend,Greybox built,,
SK_CRE_Dog_Terrier,1,CRE-003,Dog,CRE,Variant,Scruffy terrier mix,Creature-S,EXO_Quadruped,"0.55 m at the shoulder, 0.95 m long",15000,7500,3000,900,Body 2K (atlased per kit),creature,no,assets/characters/creatures-and-fauna/SK_CRE_Dog_Terrier.blend,Greybox built,,
SK_CRE_Dog_Hound,1,CRE-003,Dog,CRE,Variant,Lean hound mix,Creature-S,EXO_Quadruped,"0.55 m at the shoulder, 0.95 m long",15000,7500,3000,900,Body 2K (atlased per kit),creature,no,assets/characters/creatures-and-fauna/SK_CRE_Dog_Hound.blend,Greybox built,,
SK_CRE_Coyote,1,CRE-004,Coyote,CRE,Base,Base body + head (default outfit and hair for budget checks),Creature-S,EXO_Quadruped,"0.60 m at the shoulder, 1.10 m long",15000,7500,3000,900,Body 2K (atlased per kit),creature,no,assets/characters/creatures-and-fauna/SK_CRE_Coyote.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_CRE_Coyote_Hollow,1,CRE-004,Coyote,CRE,Variant,"Bloom-mutated: spine ridges, split jaw, glowing eyes (Hollow Coyote, hp 140)",Creature-S,EXO_Quadruped,"0.60 m at the shoulder, 1.10 m long",15000,7500,3000,900,Body 2K (atlased per kit),creature,no,assets/characters/creatures-and-fauna/SK_CRE_Coyote_Hollow.blend,Greybox built,,
SK_CRE_Crow,1,CRE-005,Crow,CRE,Base,Base body + head (default outfit and hair for budget checks),Creature-S,EXO_Flyer (quadruped + wing chains),"0.12 m at the shoulder, 0.35 m long, 0.80 m wingspan",15000,7500,3000,900,Body 2K (atlased per kit),creature,no,assets/characters/creatures-and-fauna/SK_CRE_Crow.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_CRE_Jackrabbit,1,CRE-006,Jackrabbit,CRE,Base,Base body + head (default outfit and hair for budget checks),Creature-S,EXO_Quadruped,"0.25 m at the shoulder, 0.50 m long",15000,7500,3000,900,Body 2K (atlased per kit),creature,no,assets/characters/creatures-and-fauna/SK_CRE_Jackrabbit.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
